Nombre;id del curso;URL_lMS;;;;;;;;;;;;;;;;;;;;;
Emprendimiento: Construye tu propia visión;course-v1:ISILGO+213_ECVP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+213_ECVP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Metodologías para la valorización de mi emprendimiento;course-v1:ISILGO+214_MVME+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+214_MVME+2023/course/;;;;;;;;;;;;;;;;;;;;;
Big Data aplicada a los negocios;course-v1:ISILGO+215_BDAN+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+215_BDAN+2023/course/;;;;;;;;;;;;;;;;;;;;;
KPI's en la venta online;course-v1:ISILGO+216_KVEO+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+216_KVEO+2023/course/;;;;;;;;;;;;;;;;;;;;;
Herramientas para cumplir las metas de ventas;course-v1:ISILGO+217_HCMV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+217_HCMV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a las ventas;course-v1:ISILGO+218_IV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+218_IV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Storytelling para ventas corporativas efectivas;course-v1:ISILGO+219_SVCE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+219_SVCE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Diseño de espacios multifuncionales;course-v1:ISILGO+21_DEM+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+21_DEM+2021/course/;;;;;;;;;;;;;;;;;;;;;
Wedding Planning: Organiza las mejores bodas;course-v1:ISILGO+220_WP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+220_WP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Doblaje y actuación de voz;course-v1:ISILGO+221_DAV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+221_DAV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Actúa con tu voz: doblaje para personajes;course-v1:ISILGO+222_ADVP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+222_ADVP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Stand up comedy para no comediantes;course-v1:ISILGO+223_SUNC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+223_SUNC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Aprende el arte de la escritura;course-v1:ISILGO+224_AAE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+224_AAE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Aprende Locución Especializada;course-v1:ISILGO+225_ALE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+225_ALE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Financiamiento de un emprendimiento;course-v1:ISILGO+226_FUE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+226_FUE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Trading: ¿Cómo invertir en bolsa?;course-v1:ISILGO+227_TIB+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+227_TIB+2023/course/;;;;;;;;;;;;;;;;;;;;;
Administración de Riesgo Financiero;course-v1:ISILGO+228_ARF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+228_ARF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Inversiones en Criptomonedas para principiantes;course-v1:ISILGO+229_ICPB+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+229_ICPB+2023/course/;;;;;;;;;;;;;;;;;;;;;
Plan de medios digitales;course-v1:ISILGO+22_PMD+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+22_PMD+2021/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a la gestión de riesgos de crédito;course-v1:ISILGO+230_IGRC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+230_IGRC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Proyección de los Estados Financieros;course-v1:ISILGO+231_PEF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+231_PEF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Aumenta tu inteligencia financiera;course-v1:ISILGO+232_ATF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+232_ATF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Finanzas para freelancers;course-v1:ISILGO+233_FFL+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+233_FFL+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a las finanzas;course-v1:ISILGO+234_IF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+234_IF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Elaboración de Estados Financieros;course-v1:ISILGO+235_EEF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+235_EEF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Photoshop: Diseño y colorización de personajes;course-v1:ISILGO+236_PDCP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+236_PDCP+2023/course/;;;;;;;;;;;;;;;;;;;;;
WordPress: Diseña y desarrolla páginas web desde cero;course-v1:ISILGO+237_WDDW+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+237_WDDW+2023/course/;;;;;;;;;;;;;;;;;;;;;
Decoración para bodas;course-v1:ISILGO+238_DB+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+238_DB+2023/course/;;;;;;;;;;;;;;;;;;;;;
Diseño de Personajes desde cero;course-v1:ISILGO+239_DPDC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+239_DPDC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Startups y modelos de negocio;course-v1:ISILGO+23_SMN+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+23_SMN+2021/course/;;;;;;;;;;;;;;;;;;;;;
Fundamentos de diseño para redes sociales;course-v1:ISILGO+240_FDRS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+240_FDRS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Webcomics: Ilustraciones para Instagram;course-v1:ISILGO+241_WII+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+241_WII+2023/course/;;;;;;;;;;;;;;;;;;;;;
Diseñador Web Freelance: Independiza tu talento;course-v1:ISILGO+242_DWFI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+242_DWFI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Adobe Illustrator: Sé un experto en ilustración digital;course-v1:ISILGO+243_AID+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+243_AID+2023/course/;;;;;;;;;;;;;;;;;;;;;
Domina Illustrator y la ilustración digital desde cero;course-v1:ISILGO+244_DIID+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+244_DIID+2023/course/;;;;;;;;;;;;;;;;;;;;;
Adobe Illustrator CC: Ilustración y diseño de personajes vectoriales;course-v1:ISILGO+245_AIID+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+245_AIID+2023/course/;;;;;;;;;;;;;;;;;;;;;
Illustrator Avanzado: Composición, teoría del color y acabados;course-v1:ISILGO+246_AICC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+246_AICC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a Adobe Photoshop CC2020;course-v1:ISILGO+247_IAPC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+247_IAPC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotomontaje Publicitario con Adobe Photoshop;course-v1:ISILGO+248_FPPA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+248_FPPA+2023/course/;;;;;;;;;;;;;;;;;;;;;
Crea animaciones para redes sociales;course-v1:ISILGO+249_CARN+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+249_CARN+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión de almacenes e inventarios;course-v1:ISILGO+24_GAI+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+24_GAI+2021/course/;;;;;;;;;;;;;;;;;;;;;
Adobe InDesign: Diseña y diagrama desde cero;course-v1:ISILGO+250_AIDD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+250_AIDD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Blender: Introducción al modelado 3D;course-v1:ISILGO+251_BIM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+251_BIM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Modelado de personajes 3D en Maya;course-v1:ISILGO+252_MPD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+252_MPD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Maquillaje FX: Caracterización y efectos especiales;course-v1:ISILGO+253_MFX+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+253_MFX+2023/course/;;;;;;;;;;;;;;;;;;;;;
Crea un sitio web e-commerce con WordPress;course-v1:ISILGO+254_CECW+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+254_CECW+2023/course/;;;;;;;;;;;;;;;;;;;;;
WordPress Avanzado: Personaliza tus plantillas;course-v1:ISILGO+255_WAP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+255_WAP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fundamentos de Adobe Illustrator CC2020;course-v1:ISILGO+256_FAI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+256_FAI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Adobe Photoshop CC desde cero: Experto en diseño gráfico;course-v1:ISILGO+257_PDEG+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+257_PDEG+2023/course/;;;;;;;;;;;;;;;;;;;;;
Decoración de interiores: Transforma tu hogar;course-v1:ISILGO+258_DITH+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+258_DITH+2023/course/;;;;;;;;;;;;;;;;;;;;;
Photoshop para Fotógrafos;course-v1:ISILGO+259_PPF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+259_PPF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Sostenibilidad corporativa;course-v1:ISILGO+25_SC+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+25_SC+2021/course/;;;;;;;;;;;;;;;;;;;;;
Photoshop: Dibujo avanzado con pinceles y retrato;course-v1:ISILGO+260_PDA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+260_PDA+2023/course/;;;;;;;;;;;;;;;;;;;;;
Producción de videos con smartphone;course-v1:ISILGO+261_PVCE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+261_PVCE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotomontaje y Post Producción Digital;course-v1:ISILGO+262_PPDR+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+262_PPDR+2023/course/;;;;;;;;;;;;;;;;;;;;;
Diseño y Animación de personajes en Adobe Animate y After Effects;course-v1:ISILGO+263_PVS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+263_PVS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de retratos Fine Art;course-v1:ISILGO+264_PVPD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+264_PVPD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía desde cero: Viaja y captura el mundo;course-v1:ISILGO+265_PEVE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+265_PEVE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de producto y técnicas de iluminación;course-v1:ISILGO+266_FMPP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+266_FMPP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de retratos infantiles;course-v1:ISILGO+267_FPIS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+267_FPIS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional Infantil;course-v1:ISILGO+268_FCAM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+268_FCAM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de retratos;course-v1:ISILGO+269_PDIB+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+269_PDIB+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión de operaciones y producción;course-v1:ISILGO+26_GOP+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+26_GOP+2021/course/;;;;;;;;;;;;;;;;;;;;;
Maquillaje profesional para sesiones fotográficas;course-v1:ISILGO+270_FMNE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+270_FMNE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía para tu emprendimiento;course-v1:ISILGO+271_EPNF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+271_EPNF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía con smartphone;course-v1:ISILGO+272_FPEH+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+272_FPEH+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía para E-Commerce;course-v1:ISILGO+273_PFPI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+273_PFPI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional de recién nacidos;course-v1:ISILGO+274_FEP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+274_FEP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Emprende tu primer negocio de Fotografía;course-v1:ISILGO+275_EVY+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+275_EVY+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de belleza y high end retouch;course-v1:ISILGO+276_AEDR+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+276_AEDR+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional para Instagram;course-v1:ISILGO+277_IEDV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+277_IEDV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Dirección de Fotografía Avanzada para Cine;course-v1:ISILGO+278_PV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+278_PV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional de perros;course-v1:ISILGO+279_PRDD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+279_PRDD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión de transporte;course-v1:ISILGO+27_GT+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+27_GT+2021/course/;;;;;;;;;;;;;;;;;;;;;
Edita videos al estilo YouTube;course-v1:ISILGO+280_FEG+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+280_FEG+2023/course/;;;;;;;;;;;;;;;;;;;;;
After Effects: Diseño y Animación para redes sociales;course-v1:ISILGO+281_IDFP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+281_IDFP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a la edición de video;course-v1:ISILGO+282_FPB+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+282_FPB+2023/course/;;;;;;;;;;;;;;;;;;;;;
Producción y retoque de retratos dramáticos;course-v1:ISILGO+283_ALR+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+283_ALR+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía Editorial Gastronómica;course-v1:ISILGO+284_PVPE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+284_PVPE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a la dirección de fotografía;course-v1:ISILGO+285_IDFN+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+285_IDFN+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional de Bodas;course-v1:ISILGO+286_FPP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+286_FPP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Adobe Lightroom: Conviértete en un experto en retoque;course-v1:ISILGO+287_FEM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+287_FEM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Producción de video para eventos;course-v1:ISILGO+288_FN+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+288_FN+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de naturaleza;course-v1:ISILGO+289_FPAD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+289_FPAD+2023/course/;;;;;;;;;;;;;;;;;;;;;
UX - Experiencia de usuario;course-v1:ISILGO+28_EU+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+28_EU+2021/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía de retratos pictóricos;course-v1:ISILGO+290_FPM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+290_FPM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía editorial de moda;course-v1:ISILGO+291_MCPM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+291_MCPM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía narrativa;course-v1:ISILGO+292_NP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+292_NP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía para proyectos artísticos y documentales;course-v1:ISILGO+293_EC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+293_EC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotografía profesional de maternidad;course-v1:ISILGO+294_CA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+294_CA+2023/course/;;;;;;;;;;;;;;;;;;;;;
Maquillaje creativo para moda;course-v1:ISILGO+295_HIC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+295_HIC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Notion para la productividad;course-v1:ISILGO+296_CEAP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+296_CEAP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Entrevistas por competencias;course-v1:ISILGO+297_CL+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+297_CL+2023/course/;;;;;;;;;;;;;;;;;;;;;
Cultura de trabajo remoto: Nuevas y buenas prácticas;course-v1:ISILGO+298_FKM+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+298_FKM+2023/course/;;;;;;;;;;;;;;;;;;;;;
Comunicación Asertiva;course-v1:ISILGO+299_LCMN+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+299_LCMN+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión de Compras Retail;course-v1:ISILGO+29_GCR+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+29_GCR+2021/course/;;;;;;;;;;;;;;;;;;;;;
Habilidades de comunicación interpersonal;course-v1:ISILGO+300_PEPC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+300_PEPC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Comunicación Efectiva: Aprende a hablar en público;course-v1:ISILGO+301_CIRV+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+301_CIRV+2023/course/;;;;;;;;;;;;;;;;;;;;;
Cultura de liderazgo;course-v1:ISILGO+302_FAII+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+302_FAII+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fundamentos del método Kanban;course-v1:ISILGO+303_FIAI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+303_FIAI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Lean Canvas: Materializa tu idea de negocio;course-v1:ISILGO+304_STPA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+304_STPA+2023/course/;;;;;;;;;;;;;;;;;;;;;
Prepara tu ecommerce para campañas de alto impacto;course-v1:ISILGO+305_SECG+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+305_SECG+2023/course/;;;;;;;;;;;;;;;;;;;;;
Conviértete en Influencer: Vive de las redes sociales;course-v1:ISILGO+306_SEOG+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+306_SEOG+2023/course/;;;;;;;;;;;;;;;;;;;;;
Facebook e Instagram Ads Introductorio;course-v1:ISILGO+307_BMF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+307_BMF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Facebook e Instagram Ads Intermedio;course-v1:ISILGO+308_IYA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+308_IYA+2023/course/;;;;;;;;;;;;;;;;;;;;;
SEO técnico: Posicionamiento avanzado;course-v1:ISILGO+309_MIGE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+309_MIGE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Branding Corporativo;course-v1:ISILGO+30_BC+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+30_BC+2021/course/;;;;;;;;;;;;;;;;;;;;;
SEO desde cero: posiciona en Google;course-v1:ISILGO+310_RSCE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+310_RSCE+2023/course/;;;;;;;;;;;;;;;;;;;;;
SEO para negocios locales en Google;course-v1:ISILGO+311_TPCC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+311_TPCC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Business Manager de Facebook;course-v1:ISILGO+312_GMEC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+312_GMEC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a YouTube Ads;course-v1:ISILGO+313_QMEC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+313_QMEC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Marketing con Influencers: Gestiona campañas efectivas;course-v1:ISILGO+314_CRRS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+314_CRRS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Redes sociales desde cero: Logra el éxito digital;course-v1:ISILGO+315_CYPE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+315_CYPE+2023/course/;;;;;;;;;;;;;;;;;;;;;
TikTok para creadores de contenido;course-v1:ISILGO+316_ABTF+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+316_ABTF+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión de marca para emprendimientos nuevos y no tan nuevos;course-v1:ISILGO+317_FAA+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+317_FAA+2023/course/;;;;;;;;;;;;;;;;;;;;;
¿Qué medir en mi e-commerce con Google Analytics?;course-v1:ISILGO+318_MYPS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+318_MYPS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Copywriting en redes sociales: Redacción que convierte;course-v1:ISILGO+319_MPPP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+319_MPPP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Dirección de equipos de ventas;course-v1:ISILGO+31_DEV+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+31_DEV+2021/course/;;;;;;;;;;;;;;;;;;;;;
Canales y plataformas para tu primer e-commerce;course-v1:ISILGO+320_EIE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+320_EIE+2023/course/;;;;;;;;;;;;;;;;;;;;;
A/B Testing en Facebook Ads;course-v1:ISILGO+321_EBTD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+321_EBTD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Facebook Ads avanzado;course-v1:ISILGO+322_MI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+322_MI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Monetiza tu proyecto web con SEO;course-v1:ISILGO+323_TD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+323_TD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Microsoft Power Point, de principiante a experto 2020;course-v1:ISILGO+324_EPE+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+324_EPE+2023/course/;;;;;;;;;;;;;;;;;;;;;
Excel avanzado para expertos;course-v1:ISILGO+325_MWP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+325_MWP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Excel intermedio;course-v1:ISILGO+326_ADCT+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+326_ADCT+2023/course/;;;;;;;;;;;;;;;;;;;;;
Excel - Tablas Dinámicas;course-v1:ISILGO+327_IPBI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+327_IPBI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Ejercicios prácticos de excel;course-v1:ISILGO+328_PBTD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+328_PBTD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Microsoft Word de principiante a experto 2020;course-v1:ISILGO+329_MOTR+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+329_MOTR+2023/course/;;;;;;;;;;;;;;;;;;;;;
Gestión estratégica de clima y cultura;course-v1:ISILGO+32_GECC+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+32_GECC+2021/course/;;;;;;;;;;;;;;;;;;;;;
Análisis de data con Tableau;course-v1:ISILGO+330_EBI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+330_EBI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a Power BI;course-v1:ISILGO+331_PQPP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+331_PQPP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Power BI para la toma de decisiones;course-v1:ISILGO+332_MO+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+332_MO+2023/course/;;;;;;;;;;;;;;;;;;;;;
Microsoft Teams desde cero a profesional 2023;course-v1:ISILGO+333_MTRS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+333_MTRS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Microsoft OneDrive para trabajo remoto 2023;course-v1:ISILGO+334_APRT+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+334_APRT+2023/course/;;;;;;;;;;;;;;;;;;;;;
Excel para Business Intelligence;course-v1:ISILGO+335_IP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+335_IP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Power Query y Power Pivot;course-v1:ISILGO+336_TCDC+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+336_TCDC+2023/course/;;;;;;;;;;;;;;;;;;;;;
Microsoft Outlook desde cero;course-v1:ISILGO+337_FDD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+337_FDD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Excel básico para principiantes;course-v1:ISILGO+338_JS+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+338_JS+2023/course/;;;;;;;;;;;;;;;;;;;;;
Creatividad, publicidad y redes sociales;course-v1:ISILGO+339_MSJD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+339_MSJD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Liderazgo y gestión de equipos remotos;course-v1:ISILGO+33_LGER+2021;https://manager.isilgo.com/courses/course-v1:ISILGO+33_LGER+2021/course/;;;;;;;;;;;;;;;;;;;;;
Adobe Premiere: Técnicas y montaje de publicidad;course-v1:ISILGO+340_SQLP+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+340_SQLP+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fotomontaje para campañas publicitarias;course-v1:ISILGO+341_JI+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+341_JI+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción a Python para ciencia de datos;course-v1:ISILGO+342_CAAD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+342_CAAD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Introducción al Desarrollo Web front end: HTML y CSS desde cero;course-v1:ISILGO+343_CBD+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+343_CBD+2023/course/;;;;;;;;;;;;;;;;;;;;;
Fundamentos de JavaScript;course-v1:ISILGO+344_CID+2023;https://manager.isilgo.com/courses/course-v1:ISILGO+344_CID+2023/course/;;;;;;;;;;;;;;;;;;;;;
